economy_code,economy_name,icp_participation_status,armilar_category,data_status,reason
CUW,Curacao,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DJI,Djibouti,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DJI,Djibouti,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DJI,Djibouti,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DJI,Djibouti,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DJI,Djibouti,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DMA,Dominica,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DMA,Dominica,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DMA,Dominica,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DMA,Dominica,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DMA,Dominica,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DOM,Dominican Republic,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DOM,Dominican Republic,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DOM,Dominican Republic,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DOM,Dominican Republic,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DOM,Dominican Republic,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DZA,Algeria,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DZA,Algeria,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DZA,Algeria,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DZA,Algeria,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
DZA,Algeria,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
ECU,Ecuador,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
ECU,Ecuador,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
ECU,Ecuador,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
ECU,Ecuador,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
ECU,Ecuador,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
EGY,"Egypt, Arab Rep.",PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
EGY,"Egypt, Arab Rep.",PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
EGY,"Egypt, Arab Rep.",PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
EGY,"Egypt, Arab Rep.",PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
EGY,"Egypt, Arab Rep.",PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
ETH,Ethiopia,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
ETH,Ethiopia,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
ETH,Ethiopia,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
ETH,Ethiopia,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
ETH,Ethiopia,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
FJI,Fiji,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
FJI,Fiji,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
FJI,Fiji,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
FJI,Fiji,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
FJI,Fiji,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GAB,Gabon,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GAB,Gabon,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GAB,Gabon,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GAB,Gabon,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GAB,Gabon,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GEO,Georgia,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GEO,Georgia,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GEO,Georgia,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GEO,Georgia,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GEO,Georgia,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GHA,Ghana,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GHA,Ghana,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GHA,Ghana,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GHA,Ghana,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GHA,Ghana,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GIN,Guinea,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GIN,Guinea,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GIN,Guinea,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GIN,Guinea,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GIN,Guinea,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GMB,"Gambia, The",PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GMB,"Gambia, The",PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GMB,"Gambia, The",PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GMB,"Gambia, The",PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GMB,"Gambia, The",PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GNB,Guinea-Bissau,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GNB,Guinea-Bissau,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GNB,Guinea-Bissau,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GNB,Guinea-Bissau,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GNB,Guinea-Bissau,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GNQ,Equatorial Guinea,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GNQ,Equatorial Guinea,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GNQ,Equatorial Guinea,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GNQ,Equatorial Guinea,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GNQ,Equatorial Guinea,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GRD,Grenada,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GRD,Grenada,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GRD,Grenada,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GRD,Grenada,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GRD,Grenada,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GUY,Guyana,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GUY,Guyana,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GUY,Guyana,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GUY,Guyana,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
GUY,Guyana,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
IDN,Indonesia,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
IDN,Indonesia,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
IDN,Indonesia,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
IDN,Indonesia,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
IDN,Indonesia,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
IND,India,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
IND,India,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
IND,India,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
IND,India,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
IND,India,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
JAM,Jamaica,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
JAM,Jamaica,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
JAM,Jamaica,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
JAM,Jamaica,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
JAM,Jamaica,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
JOR,Jordan,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
JOR,Jordan,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
JOR,Jordan,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
JOR,Jordan,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
JOR,Jordan,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KAZ,Kazakhstan,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KAZ,Kazakhstan,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KAZ,Kazakhstan,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KAZ,Kazakhstan,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KAZ,Kazakhstan,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KHM,Cambodia,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KHM,Cambodia,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KHM,Cambodia,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KHM,Cambodia,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KHM,Cambodia,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KNA,St. Kitts and Nevis,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KNA,St. Kitts and Nevis,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KNA,St. Kitts and Nevis,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KNA,St. Kitts and Nevis,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KNA,St. Kitts and Nevis,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KWT,Kuwait,PARTICIPATING,CP02,UNAVAILABLE,MISSING_SOURCE90_ALCOHOL_OR_TOBACCO_NOMINAL_OR_PPP:1102100
KWT,Kuwait,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KWT,Kuwait,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KWT,Kuwait,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KWT,Kuwait,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
KWT,Kuwait,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LAO,Lao PDR,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LAO,Lao PDR,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LAO,Lao PDR,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LAO,Lao PDR,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LAO,Lao PDR,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LBN,Lebanon,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LBN,Lebanon,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LBN,Lebanon,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LBN,Lebanon,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LBN,Lebanon,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LBR,Liberia,PARTICIPATING,CP04,UNAVAILABLE,SUPPLEMENTAL_NOMINAL_SOURCE_FAILED_UNIT_RECONCILIATION
LBR,Liberia,PARTICIPATING,CP06,UNAVAILABLE,SUPPLEMENTAL_NOMINAL_SOURCE_FAILED_UNIT_RECONCILIATION
LBR,Liberia,PARTICIPATING,CP09,UNAVAILABLE,SUPPLEMENTAL_NOMINAL_SOURCE_FAILED_UNIT_RECONCILIATION
LBR,Liberia,PARTICIPATING,CP10,UNAVAILABLE,SUPPLEMENTAL_NOMINAL_SOURCE_FAILED_UNIT_RECONCILIATION
LBR,Liberia,PARTICIPATING,CP12,UNAVAILABLE,SUPPLEMENTAL_NOMINAL_SOURCE_FAILED_UNIT_RECONCILIATION
LCA,St. Lucia,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LCA,St. Lucia,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LCA,St. Lucia,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LCA,St. Lucia,PARTICIPATING,CP10,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LCA,St. Lucia,PARTICIPATING,CP12,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LKA,Sri Lanka,PARTICIPATING,CP04,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LKA,Sri Lanka,PARTICIPATING,CP06,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
LKA,Sri Lanka,PARTICIPATING,CP09,UNAVAILABLE,MISSING_STRICT_HOUSEHOLD_NOMINAL_EXPENDITURE_FROM_OECD_UNSD_OR_EUROSTAT
