economy_code,heading_code,ppp,nominal_expenditure,published_real_expenditure,calculated_real_expenditure,relative_error,tolerance,status
AIA,9080000,1.78571617603302,0.0212204818657003,0.0118834572652199,0.01188345726521990594383372977,0.0000000000000005001771451786351036938927504,0.005,PASS
AIA,9100000,2.43838310241699,0.758027077407039,0.310872838913484,0.3108728389134842909116691318,0.0000000000000009357899202405418272631103572,0.005,PASS
AIA,9110000,1.80721724033356,0.0686277141340494,0.0379742471477213,0.03797424714772127235871548702,0.0000000000000007278955236546053693062286096,0.005,PASS
AIA,9120000,1.04355573654175,0.100158774512607,0.0959783660856718,0.09597836608567184395514383770,0.0000000000000004579692865209327160147314504,0.005,PASS
AIA,9140000,1.93132948875427,0.0811316903136897,0.0420082077067132,0.04200820770671325719076754007,0.000000000000001361418890788109550847637400,0.005,PASS
ALB,1000000,40.5942535400391,1856.172300025,45.7250014018416,45.72500140184157091031431723,0.0000000000000006361877482982077424875490681,0.005,PASS
ALB,1101000,86.5266876220703,600.570842548068,6.94087407079802,6.940874070798023094498608669,0.0000000000000004458370195316356087805183521,0.005,PASS
ALB,1102000,62.7037467956543,41.1583206411534,0.656393321682746,0.6563933216827465317915692975,0.0000000000000008101721204813390010558131843,0.005,PASS
ALB,1102100,106.881355285645,22.7727448382658,0.213065644399855,0.2130656443998549981463410438,0.000000000000000008699942974951345519368808879,0.005,PASS
ALB,1102200,36.2958602905273,18.3855758018876,0.506547458986279,0.5065474589862792731417728008,0.0000000000000005392224715674640696053263086,0.005,PASS
ALB,1103000,97.3291091918945,51.3235995586848,0.527320140755578,0.5273201407555777095398951327,0.0000000000000005508230814986702342288647306,0.005,PASS
ALB,1105000,94.1645126342773,82.5305863940442,0.87645105449207,0.8764510544920701290802302158,0.0000000000000001472760281982955830919277923,0.005,PASS
ALB,1107000,99.760871887207,78.1876397931676,0.783750565868843,0.7837505658688426217449699701,0.0000000000000004826216994313458833691190368,0.005,PASS
ALB,1108000,62.0911636352539,26.0941961003112,0.42025619383779,0.4202561938377899905883215796,0.00000000000000002239509746293640293012055860,0.005,PASS
ALB,1111000,45.1758651733398,61.5366207890314,1.36215699584093,1.362156995840929194655874361,0.0000000000000005912270965079318171644267018,0.005,PASS
ALB,9020000,42.5046081542969,1527.416200023,35.9353083429988,35.93530834299879491021654032,0.0000000000000001416373949292028749039059009,0.005,PASS
ALB,9060000,30.7517890930176,182.756502214013,5.94295511266722,5.942955112667220060334232630,0.00000000000000001015222755113857416147505988,0.005,PASS
ALB,9080000,18.6892604827881,129.659925552683,6.93767020220482,6.937670202204816276884207231,0.0000000000000005366521734610242145712929091,0.005,PASS
ALB,9100000,50.7723045349121,1422.795500021,28.0230632242162,28.02306322421618688609736164,0.0000000000000004679682065245311339540014724,0.005,PASS
ALB,9110000,60.8302803039551,115.431428509679,1.89759816875567,1.897598168755665087454059767,0.000000000000002588823082314813902891143905,0.005,PASS
ALB,9120000,8.88366794586182,89.0125183315532,10.0197934990374,10.01979349903740031862025969,0.00000000000000003179908445424646712486216899,0.005,PASS
ALB,9140000,38.8470001220703,69.1540195896123,1.78016370304804,1.780163703048039300842148123,0.0000000000000003927491896840075774354670549,0.005,PASS
AND,1000000,0.604573547840118,2.811,4.64955837059444,4.649558370594442037029679277,0.0000000000000004381125080953803362377795276,0.005,PASS
ARE,1000000,2.36256718635559,1524.7441164474,645.375981370255,645.3759813702545662904805869,0.0000000000000006720261242016674422590753671,0.005,PASS
ARE,1101000,4.33943223953247,83.7439969168478,19.2983764451799,19.29837644517992748733759961,0.000000000000001424334201257403354440254476,0.005,PASS
ARE,1102000,5.20374155044556,2.04608088201682,0.393194178108563,0.3931941781085627517381121244,0.0000000000000006313976698990023569544170797,0.005,PASS
ARE,1102100,7.82729959487915,0.45238780027096,0.0577961524006217,0.05779615240062171978452488694,0.0000000000000003423156051946319940192160143,0.005,PASS
ARE,1102200,2.63691258430481,1.59369308174586,0.604378427723275,0.6043784277232754149751019660,0.0000000000000006866146820117865753469805181,0.005,PASS
ARE,1103000,3.69785642623901,20.0128751181312,5.4120205901249,5.412020590124899824532627134,0.00000000000000003242178590121559735990179814,0.005,PASS
ARE,1105000,4.29672956466675,30.9486930580646,7.20284872302987,7.202848723029872450664626596,0.0000000000000003402354708298150615603749956,0.005,PASS
ARE,1107000,2.43195152282715,91.7632995615248,37.7323720066795,37.73237200667952644110108610,0.0000000000000007007537475094148691079072204,0.005,PASS
ARE,1108000,3.47575783729553,33.6151946560991,9.67132816199155,9.671328161991549121920785153,0.00000000000000009079199879680054148800922102,0.005,PASS
