economy_code,armilar_category,chosen_source_id,candidate_source_id,chosen_value_lcu,candidate_value_lcu,relative_difference,candidate_complete_proxy_set,candidate_missing_proxy_categories,selection_basis,status
CAN,CP04,OECD_TABLE5_T501,OECD_TABLE5_T501,341479000000,341479000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CAN,CP06,OECD_TABLE5_T501,OECD_TABLE5_T501,60723000000,60723000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CAN,CP09,OECD_TABLE5_T501,OECD_TABLE5_T501,105213000000,105213000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CAN,CP10,OECD_TABLE5_T501,OECD_TABLE5_T501,24207000000,24207000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CAN,CP12,OECD_TABLE5_T501,OECD_TABLE5_T501,199341000000,199341000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CAN,CP04,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,341479000000,341479000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CAN,CP06,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,60723000000,60723000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CAN,CP09,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,105213000000,105213000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CAN,CP10,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,24207000000,24207000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CAN,CP12,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,199341000000,199341000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CHE,CP04,EUROSTAT_NAMA_10_CP18,EUROSTAT_NAMA_10_CP18,96401500000.0,96401500000.0,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CHE,CP06,EUROSTAT_NAMA_10_CP18,EUROSTAT_NAMA_10_CP18,60102000000.0,60102000000.0,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CHE,CP09,EUROSTAT_NAMA_10_CP18,EUROSTAT_NAMA_10_CP18,17186100000.0,17186100000.0,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CHE,CP10,EUROSTAT_NAMA_10_CP18,EUROSTAT_NAMA_10_CP18,3502900000.0,3502900000.0,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CHE,CP12,EUROSTAT_NAMA_10_CP18,EUROSTAT_NAMA_10_CP18,44073300000.0,44073300000.0,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CHE,CP04,EUROSTAT_NAMA_10_CP18,OECD_TABLE5A_T501,96401500000.0,96401500000.0,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CHE,CP06,EUROSTAT_NAMA_10_CP18,OECD_TABLE5A_T501,60102000000.0,60102000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CHE,CP09,EUROSTAT_NAMA_10_CP18,OECD_TABLE5A_T501,17186100000.0,17186100000.0,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CHE,CP10,EUROSTAT_NAMA_10_CP18,OECD_TABLE5A_T501,3502900000.0,3502900000.0,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CHE,CP12,EUROSTAT_NAMA_10_CP18,OECD_TABLE5A_T501,44073300000.0,44073300000.0,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CHL,CP04,OECD_TABLE5_T501,OECD_TABLE5_T501,22908436877000.000,22908436877000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CHL,CP06,OECD_TABLE5_T501,OECD_TABLE5_T501,12490839575000.000,12490839575000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CHL,CP09,OECD_TABLE5_T501,OECD_TABLE5_T501,11174923677000.000,11174923677000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CHL,CP10,OECD_TABLE5_T501,OECD_TABLE5_T501,4847447929000.000,4847447929000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CHL,CP12,OECD_TABLE5_T501,OECD_TABLE5_T501,16831468994000.000,16831468994000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CHL,CP04,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,22908436877000.000,22908437000000,0.000000005369200875642454349897376237,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CHL,CP06,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,12490839575000.000,12490840000000,0.00000003402493347124773033679080030,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CHL,CP09,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,11174923677000.000,11174924000000,0.00000002890399970505392251437235725,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CHL,CP10,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,4847447929000.000,4847448000000,0.00000001464688223576611858445928662,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CHL,CP12,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,16831468994000.000,16831469000000,0.0000000003564751240667109923679270063,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
COL,CP04,OECD_TABLE5_T501,OECD_TABLE5_T501,128418000000000,128418000000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
COL,CP06,OECD_TABLE5_T501,OECD_TABLE5_T501,73165000000000,73165000000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
COL,CP09,OECD_TABLE5_T501,OECD_TABLE5_T501,61164000000000,61164000000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
COL,CP10,OECD_TABLE5_T501,OECD_TABLE5_T501,30775000000000,30775000000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
COL,CP12,OECD_TABLE5_T501,OECD_TABLE5_T501,89813000000000,89813000000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
COL,CP04,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,128418000000000,128418000000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
COL,CP06,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,73165000000000,73165000000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
COL,CP09,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,61164000000000,61164000000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
COL,CP10,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,30775000000000,30775000000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
COL,CP12,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,89813000000000,89813000000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CRI,CP04,OECD_TABLE5_T501,OECD_TABLE5_T501,3986199756000.000,3986199756000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CRI,CP06,OECD_TABLE5_T501,OECD_TABLE5_T501,1817775141000.000,1817775141000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CRI,CP09,OECD_TABLE5_T501,OECD_TABLE5_T501,1907527720000.00,1907527720000.00,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CRI,CP10,OECD_TABLE5_T501,OECD_TABLE5_T501,1164889049000.000,1164889049000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CRI,CP12,OECD_TABLE5_T501,OECD_TABLE5_T501,3361426167000.000,3361426167000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CRI,CP04,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,3986199756000.000,3986199755886.41,0.00000000002849581229064728285533516048,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CRI,CP06,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,1817775141000.000,1672601803348.51,0.07986319890568357156337633071,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CRI,CP09,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,1907527720000.00,1907527719749.18,0.0000000001314895701751584506462637408,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CRI,CP10,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,1164889049000.000,1122746865451.6,0.03617699349528351519424404856,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CRI,CP12,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,3361426167000.000,3168171130819.84,0.05749197708918769180272166305,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CYM,CP04,UNDATA_SNA_TABLE32,UNDATA_SNA_TABLE32,641463116.35619,641463116.35619,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CYM,CP06,UNDATA_SNA_TABLE32,UNDATA_SNA_TABLE32,252430102.863099,252430102.863099,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CYM,CP09,UNDATA_SNA_TABLE32,UNDATA_SNA_TABLE32,138853574.163936,138853574.163936,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CYM,CP10,UNDATA_SNA_TABLE32,UNDATA_SNA_TABLE32,92892648.7713398,92892648.7713398,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CYM,CP12,UNDATA_SNA_TABLE32,UNDATA_SNA_TABLE32,498882710.660234,498882710.660234,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CYP,CP04,UNDATA_SNA_TABLE32,UNDATA_SNA_TABLE32,2635600000,2635600000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CYP,CP06,UNDATA_SNA_TABLE32,UNDATA_SNA_TABLE32,402300000,402300000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CYP,CP09,UNDATA_SNA_TABLE32,UNDATA_SNA_TABLE32,1065400000,1065400000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CYP,CP10,UNDATA_SNA_TABLE32,UNDATA_SNA_TABLE32,530600000,530600000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CYP,CP12,UNDATA_SNA_TABLE32,UNDATA_SNA_TABLE32,1499200000,1499200000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CYP,CP04,UNDATA_SNA_TABLE32,EUROSTAT_NAMA_10_CP18,2635600000,3004300000.0,0.1227240954631694571114735546,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CYP,CP06,UNDATA_SNA_TABLE32,EUROSTAT_NAMA_10_CP18,402300000,427100000.0,0.05806602669164130180285647389,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CYP,CP09,UNDATA_SNA_TABLE32,EUROSTAT_NAMA_10_CP18,1065400000,988400000.0,0.07227332457293035479632063075,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CYP,CP10,UNDATA_SNA_TABLE32,EUROSTAT_NAMA_10_CP18,530600000,545200000.0,0.02677916360968451944240645635,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CYP,CP12,UNDATA_SNA_TABLE32,EUROSTAT_NAMA_10_CP18,1499200000,1485500000.0,0.009138207043756670224119530416,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CZE,CP04,OECD_TABLE5_T501,OECD_TABLE5_T501,766794000000,766794000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CZE,CP06,OECD_TABLE5_T501,OECD_TABLE5_T501,75297000000,75297000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CZE,CP09,OECD_TABLE5_T501,OECD_TABLE5_T501,223088000000,223088000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CZE,CP10,OECD_TABLE5_T501,OECD_TABLE5_T501,14188000000,14188000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CZE,CP12,OECD_TABLE5_T501,OECD_TABLE5_T501,216834000000,216834000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
CZE,CP04,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,766794000000,766794000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CZE,CP06,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,75297000000,75297000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CZE,CP09,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,223088000000,223088000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CZE,CP10,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,14188000000,14188000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CZE,CP12,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,216834000000,216834000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CZE,CP04,OECD_TABLE5_T501,EUROSTAT_NAMA_10_CP18,766794000000,997093000000.0,0.2309704310430421234528775149,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CZE,CP06,OECD_TABLE5_T501,EUROSTAT_NAMA_10_CP18,75297000000,73498000000.0,0.02389205413230274778543633877,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CZE,CP09,OECD_TABLE5_T501,EUROSTAT_NAMA_10_CP18,223088000000,180484000000.0,0.1909739654306820626837839776,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CZE,CP10,OECD_TABLE5_T501,EUROSTAT_NAMA_10_CP18,14188000000,13411000000.0,0.05476458979419227516210882436,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CZE,CP12,OECD_TABLE5_T501,EUROSTAT_NAMA_10_CP18,216834000000,216543000000.0,0.001342040454910207808738481972,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
CZE,CP04,OECD_TABLE5_T501,OECD_TABLE5A_T501,766794000000,997093000000,0.2309704310430421234528775149,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CZE,CP06,OECD_TABLE5_T501,OECD_TABLE5A_T501,75297000000,73498000000,0.02389205413230274778543633877,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CZE,CP09,OECD_TABLE5_T501,OECD_TABLE5A_T501,223088000000,180484000000,0.1909739654306820626837839776,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CZE,CP10,OECD_TABLE5_T501,OECD_TABLE5A_T501,14188000000,13411000000,0.05476458979419227516210882436,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
CZE,CP12,OECD_TABLE5_T501,OECD_TABLE5A_T501,216834000000,216543000000,0.001342040454910207808738481972,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DEU,CP04,OECD_TABLE5_T501,OECD_TABLE5_T501,435553000000,435553000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
DEU,CP06,OECD_TABLE5_T501,OECD_TABLE5_T501,96115000000,96115000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
DEU,CP09,OECD_TABLE5_T501,OECD_TABLE5_T501,162014000000,162014000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
DEU,CP10,OECD_TABLE5_T501,OECD_TABLE5_T501,14506000000,14506000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
DEU,CP12,OECD_TABLE5_T501,OECD_TABLE5_T501,224607000000,224607000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
DEU,CP04,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,435553000000,435553000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DEU,CP06,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,96115000000,96115000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DEU,CP09,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,162014000000,162014000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DEU,CP10,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,14506000000,14506000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DEU,CP12,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,224607000000,224607000000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DEU,CP04,OECD_TABLE5_T501,EUROSTAT_NAMA_10_CP18,435553000000,444226000000.0,0.01952384597029439969745129731,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DEU,CP06,OECD_TABLE5_T501,EUROSTAT_NAMA_10_CP18,96115000000,107411000000.0,0.1051661375464337916973121934,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
DEU,CP09,OECD_TABLE5_T501,EUROSTAT_NAMA_10_CP18,162014000000,144830000000.0,0.1060649079709160936709173281,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
DEU,CP10,OECD_TABLE5_T501,EUROSTAT_NAMA_10_CP18,14506000000,14368000000.0,0.009513304839376809596029229284,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DEU,CP12,OECD_TABLE5_T501,EUROSTAT_NAMA_10_CP18,224607000000,228529000000.0,0.01716193568431140030368137085,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DEU,CP04,OECD_TABLE5_T501,OECD_TABLE5A_T501,435553000000,444226000000,0.01952384597029439969745129731,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DEU,CP06,OECD_TABLE5_T501,OECD_TABLE5A_T501,96115000000,107411000000,0.1051661375464337916973121934,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
DEU,CP09,OECD_TABLE5_T501,OECD_TABLE5A_T501,162014000000,144830000000,0.1060649079709160936709173281,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_DIVERGENT
DEU,CP10,OECD_TABLE5_T501,OECD_TABLE5A_T501,14506000000,14368000000,0.009513304839376809596029229284,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DEU,CP12,OECD_TABLE5_T501,OECD_TABLE5A_T501,224607000000,228529000000,0.01716193568431140030368137085,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DNK,CP04,OECD_TABLE5_T501,OECD_TABLE5_T501,319818783000.000,319818783000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
DNK,CP06,OECD_TABLE5_T501,OECD_TABLE5_T501,33270041000.000,33270041000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
DNK,CP09,OECD_TABLE5_T501,OECD_TABLE5_T501,123096593000.000,123096593000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
DNK,CP10,OECD_TABLE5_T501,OECD_TABLE5_T501,9490255000.000,9490255000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
DNK,CP12,OECD_TABLE5_T501,OECD_TABLE5_T501,135688215000.000,135688215000.000,0,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,SELECTED_SINGLE_SOURCE_ECONOMY
DNK,CP04,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,319818783000.000,319819000000,0.0000006785087815295526532194772668,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DNK,CP06,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,33270041000.000,33270000000,0.000001232339930089055195333242902,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DNK,CP09,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,123096593000.000,123097000000,0.000003306335653996441830426411692,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
DNK,CP10,OECD_TABLE5_T501,UNDATA_SNA_TABLE32,9490255000.000,9490000000,0.00002686966788563637120393498383,true,,ONE_COMPLETE_SOURCE_PER_ECONOMY_NO_PROVIDER_MIXING,ALTERNATIVE_CONSISTENT
