economy_code,economy_name,check,measure_basis,reported_value,derived_value,difference,relative_error,tolerance,status,missing_heading_codes
CHN,China,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
CHN,China,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
CIV,Cote d'Ivoire,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,1103.354,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
CIV,Cote d'Ivoire,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
CIV,Cote d'Ivoire,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
CMR,Cameroon,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,680.933809605606,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
CMR,Cameroon,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
CMR,Cameroon,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
COD,"Congo, Dem. Rep.",NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,1939.15922314679,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
COD,"Congo, Dem. Rep.",NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
COD,"Congo, Dem. Rep.",NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
COG,"Congo, Rep.",NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,163.202756306638,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
COG,"Congo, Rep.",NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
COG,"Congo, Rep.",NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
COL,Colombia,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,31058,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
COL,Colombia,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
COL,Colombia,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
COM,Comoros,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,3.6525652173913,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
COM,Comoros,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
COM,Comoros,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
CPV,Cabo Verde,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,2.62142713295267,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
CPV,Cabo Verde,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
CPV,Cabo Verde,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
CRI,Costa Rica,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,599.28549352882,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
CRI,Costa Rica,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000|1113000
CRI,Costa Rica,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1113000|1104000|1106000|1109000|1110000|1112000
CUW,Curacao,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,0.0453243196300243,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
CUW,Curacao,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
CUW,Curacao,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
CYM,Cayman Islands,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,0.070709361289706,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
CYM,Cayman Islands,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
CYM,Cayman Islands,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
CYP,Cyprus,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,0.7536216415402,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
CYP,Cyprus,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
CYP,Cyprus,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
CZE,Czechia,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,228.328,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
CZE,Czechia,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
CZE,Czechia,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
DEU,Germany,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,60.7319998772349,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
DEU,Germany,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
DEU,Germany,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
DJI,Djibouti,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,33.9239958885822,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
DJI,Djibouti,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
DJI,Djibouti,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
DMA,Dominica,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,0.0118028930276802,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
DMA,Dominica,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
DMA,Dominica,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
DNK,Denmark,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,45.0529758983902,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
DNK,Denmark,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
DNK,Denmark,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
DOM,Dominican Republic,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,176.516779646985,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
DOM,Dominican Republic,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
DOM,Dominican Republic,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
DZA,Algeria,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,179.615425996215,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
DZA,Algeria,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
DZA,Algeria,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
ECU,Ecuador,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,2.79433437169987,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
ECU,Ecuador,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
ECU,Ecuador,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
EGY,"Egypt, Arab Rep.",NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,272.007191123106,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
EGY,"Egypt, Arab Rep.",NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
EGY,"Egypt, Arab Rep.",NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
ESP,Spain,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,30.146,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
ESP,Spain,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
ESP,Spain,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
EST,Estonia,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,1.1436527473235,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
EST,Estonia,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
EST,Estonia,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
ETH,Ethiopia,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,87.4648621062916,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
ETH,Ethiopia,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
ETH,Ethiopia,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
FIN,Finland,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,6.1441954871298,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
FIN,Finland,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
FIN,Finland,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
FJI,Fiji,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,1.31785939950455,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
FJI,Fiji,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
FJI,Fiji,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
FRA,France,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,52.7109,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
FRA,France,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
FRA,France,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
GAB,Gabon,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,264.044,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
GAB,Gabon,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
GAB,Gabon,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
GBR,United Kingdom,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,48.4029634132975,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
GBR,United Kingdom,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
GBR,United Kingdom,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
GEO,Georgia,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,3.68790496322699,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
GEO,Georgia,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000|1113000
GEO,Georgia,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1113000|1104000|1106000|1109000|1110000|1112000
GHA,Ghana,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,6.15538751307634,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
GHA,Ghana,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
GHA,Ghana,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
GIN,Guinea,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,4772.43765673078,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
GIN,Guinea,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
GIN,Guinea,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
GMB,"Gambia, The",NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,0.632503108681952,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
GMB,"Gambia, The",NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
GMB,"Gambia, The",NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
GNB,Guinea-Bissau,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,15.2316092126657,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
GNB,Guinea-Bissau,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
GNB,Guinea-Bissau,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
GNQ,Equatorial Guinea,NOMINAL_CP02_PARENT_EQUALS_ALCOHOL_TOBACCO_NARCOTICS,NOMINAL_EXPENDITURE_LCU,101.491,,,,0.005,NOT_TESTED_MISSING_INPUT,1102300
GNQ,Equatorial Guinea,NOMINAL_HFCE_EQUALS_SUM_OF_13_PUBLISHED_CATEGORIES_INCLUDING_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1104000|1106000|1109000|1110000|1112000
GNQ,Equatorial Guinea,NOMINAL_HFCE_MINUS_ARMILAR_EQUALS_NARCOTICS_PLUS_NET_PURCHASES_ABROAD,NOMINAL_EXPENDITURE_LCU,,,,,0.005,NOT_TESTED_MISSING_INPUT,1100000|1102300|1104000|1106000|1109000|1110000|1112000
