economy_code,economy_name,armilar_category,heading_code,reason,data_status,included_in_candidate_weights
AFG,Afghanistan,CP11,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AFG,Afghanistan,CP12,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AND,Andorra,CP01,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AND,Andorra,CP02,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AND,Andorra,CP03,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AND,Andorra,CP04,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AND,Andorra,CP05,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AND,Andorra,CP06,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AND,Andorra,CP07,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AND,Andorra,CP08,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AND,Andorra,CP09,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AND,Andorra,CP10,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AND,Andorra,CP11,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
AND,Andorra,CP12,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BHS,"Bahamas, The",CP01,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BHS,"Bahamas, The",CP02,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BHS,"Bahamas, The",CP03,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BHS,"Bahamas, The",CP04,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BHS,"Bahamas, The",CP05,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BHS,"Bahamas, The",CP06,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BHS,"Bahamas, The",CP07,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BHS,"Bahamas, The",CP08,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BHS,"Bahamas, The",CP09,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BHS,"Bahamas, The",CP10,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BHS,"Bahamas, The",CP11,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BHS,"Bahamas, The",CP12,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BON,Bonaire,CP01,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BON,Bonaire,CP02,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BON,Bonaire,CP03,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BON,Bonaire,CP04,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BON,Bonaire,CP05,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BON,Bonaire,CP06,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BON,Bonaire,CP07,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BON,Bonaire,CP08,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BON,Bonaire,CP09,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BON,Bonaire,CP10,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BON,Bonaire,CP11,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BON,Bonaire,CP12,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BRB,Barbados,CP01,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BRB,Barbados,CP02,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BRB,Barbados,CP03,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BRB,Barbados,CP04,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BRB,Barbados,CP05,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BRB,Barbados,CP06,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BRB,Barbados,CP07,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BRB,Barbados,CP08,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BRB,Barbados,CP09,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BRB,Barbados,CP10,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BRB,Barbados,CP11,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
BRB,Barbados,CP12,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
ERI,Eritrea,CP01,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
ERI,Eritrea,CP02,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
ERI,Eritrea,CP03,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
ERI,Eritrea,CP04,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
ERI,Eritrea,CP05,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
ERI,Eritrea,CP06,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
ERI,Eritrea,CP07,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
ERI,Eritrea,CP08,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
ERI,Eritrea,CP09,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
ERI,Eritrea,CP10,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
ERI,Eritrea,CP11,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
ERI,Eritrea,CP12,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
FRO,Faroe Islands,CP01,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
FRO,Faroe Islands,CP02,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
FRO,Faroe Islands,CP03,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
FRO,Faroe Islands,CP04,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
FRO,Faroe Islands,CP05,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
FRO,Faroe Islands,CP06,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
FRO,Faroe Islands,CP07,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
FRO,Faroe Islands,CP08,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
FRO,Faroe Islands,CP09,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
FRO,Faroe Islands,CP10,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
FRO,Faroe Islands,CP11,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
FRO,Faroe Islands,CP12,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
GRL,Greenland,CP01,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
GRL,Greenland,CP02,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
GRL,Greenland,CP03,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
GRL,Greenland,CP04,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
GRL,Greenland,CP05,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
GRL,Greenland,CP06,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
GRL,Greenland,CP07,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
GRL,Greenland,CP08,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
GRL,Greenland,CP09,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
GRL,Greenland,CP10,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
GRL,Greenland,CP11,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
GRL,Greenland,CP12,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
HTI,Haiti,CP01,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
HTI,Haiti,CP02,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
HTI,Haiti,CP03,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
HTI,Haiti,CP04,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
HTI,Haiti,CP05,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
HTI,Haiti,CP06,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
HTI,Haiti,CP07,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
HTI,Haiti,CP08,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
HTI,Haiti,CP09,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
HTI,Haiti,CP10,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
HTI,Haiti,CP11,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
HTI,Haiti,CP12,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
IRN,"Iran, Islamic Rep.",CP01,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
IRN,"Iran, Islamic Rep.",CP02,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
IRN,"Iran, Islamic Rep.",CP03,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
IRN,"Iran, Islamic Rep.",CP04,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
IRN,"Iran, Islamic Rep.",CP05,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
IRN,"Iran, Islamic Rep.",CP06,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
IRN,"Iran, Islamic Rep.",CP07,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
IRN,"Iran, Islamic Rep.",CP08,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
IRN,"Iran, Islamic Rep.",CP09,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
IRN,"Iran, Islamic Rep.",CP10,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
IRN,"Iran, Islamic Rep.",CP11,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
IRN,"Iran, Islamic Rep.",CP12,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
LBY,Libya,CP01,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
LBY,Libya,CP02,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
LBY,Libya,CP03,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
LBY,Libya,CP04,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
LBY,Libya,CP05,,OFFICIAL_ICP_IMPUTATION_AVAILABLE_ONLY_AT_HFCE_AGGREGATE_NO_PUBLIC_CATEGORY_ALLOCATION,OFFICIALLY_IMPUTED_AGGREGATE_ONLY,false
