STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,SECTOR,COUNTERPART_SECTOR,TRANSACTION,INSTR_ASSET,ACTIVITY,EXPENDITURE,UNIT_MEASURE,PRICE_BASE,TRANSFORMATION,TABLE_IDENTIFIER,TIME_PERIOD,OBS_VALUE,REF_YEAR_PRICE,CONF_STATUS,DECIMALS,OBS_STATUS,UNIT_MULT,CURRENCY
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FRA,S14,S1,P31DC,_Z,_Z,_T,XDC,V,N,T0117,2021,1271245,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP012,XDC,V,N,T0117,2021,1653,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP12,XDC,V,N,T0117,2021,13301,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP05,XDC,V,N,T0117,2021,5887,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP032,XDC,V,N,T0117,2021,761,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP061,XDC,V,N,T0117,2021,2027,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP105,XDC,V,N,T0117,2021,438,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP112,XDC,V,N,T0117,2021,513,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP073,XDC,V,N,T0117,2021,1415,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP044,XDC,V,N,T0117,2021,707,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP127,XDC,V,N,T0117,2021,1173,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP042,XDC,V,N,T0117,2021,22060,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP082,XDC,V,N,T0117,2021,478,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP062,XDC,V,N,T0117,2021,2571,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP123,XDC,V,N,T0117,2021,605,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP023,XDC,V,N,T0117,2021,347,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP055,XDC,V,N,T0117,2021,747,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP125,XDC,V,N,T0117,2021,3008,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP02,XDC,V,N,T0117,2021,5951,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP083,XDC,V,N,T0117,2021,2385,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP04,XDC,V,N,T0117,2021,37085,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP031,XDC,V,N,T0117,2021,3880,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP08,XDC,V,N,T0117,2021,2985,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP111,XDC,V,N,T0117,2021,5710,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP021,XDC,V,N,T0117,2021,3801,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP126,XDC,V,N,T0117,2021,3248,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP094,XDC,V,N,T0117,2021,3815,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP11,XDC,V,N,T0117,2021,6223,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP095,XDC,V,N,T0117,2021,1246,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP091,XDC,V,N,T0117,2021,1389,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP072,XDC,V,N,T0117,2021,7824,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP06,XDC,V,N,T0117,2021,5540,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP054,XDC,V,N,T0117,2021,472,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP07,XDC,V,N,T0117,2021,13099,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP071,XDC,V,N,T0117,2021,3860,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP09,XDC,V,N,T0117,2021,11067,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP03,XDC,V,N,T0117,2021,4641,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP045,XDC,V,N,T0117,2021,6039,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP051,XDC,V,N,T0117,2021,1856,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP056,XDC,V,N,T0117,2021,1313,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP092,XDC,V,N,T0117,2021,963,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP052,XDC,V,N,T0117,2021,542,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP053,XDC,V,N,T0117,2021,957,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP063,XDC,V,N,T0117,2021,942,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP022,XDC,V,N,T0117,2021,1803,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP121,XDC,V,N,T0117,2021,2611,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP043,XDC,V,N,T0117,2021,209,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP096,XDC,V,N,T0117,2021,549,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP093,XDC,V,N,T0117,2021,3105,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP122,XDC,V,N,T0117,2021,175,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP011,XDC,V,N,T0117,2021,13308,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP122_127,XDC,V,N,T0117,2021,1348,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP041,XDC,V,N,T0117,2021,8070,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP01,XDC,V,N,T0117,2021,14961,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP081,XDC,V,N,T0117,2021,122,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP124,XDC,V,N,T0117,2021,2481,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,_T,XDC,V,N,T0117,2021,121178,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,FIN,S14,S1,P31DC,_Z,_Z,CP10,XDC,V,N,T0117,2021,438,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP071,XDC,V,N,T0117,2021,3706.171,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP112,XDC,V,N,T0117,2021,1667.019,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP052,XDC,V,N,T0117,2021,493.726,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP10,XDC,V,N,T0117,2021,1747.018,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP043,XDC,V,N,T0117,2021,202.063,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP096,XDC,V,N,T0117,2021,554.242,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP051,XDC,V,N,T0117,2021,1610.995,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP054,XDC,V,N,T0117,2021,219.548,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP03,XDC,V,N,T0117,2021,4904.225,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP011,XDC,V,N,T0117,2021,9014.652,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP11,XDC,V,N,T0117,2021,13639.542,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP082,XDC,V,N,T0117,2021,260.765,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP126,XDC,V,N,T0117,2021,2830.926,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP111,XDC,V,N,T0117,2021,11972.523,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,_T,XDC,V,N,T0117,2021,104199.79,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP121,XDC,V,N,T0117,2021,2772.566,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP125,XDC,V,N,T0117,2021,2697.748,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP095,XDC,V,N,T0117,2021,777.036,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP101,XDC,V,N,T0117,2021,163.002,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP083,XDC,V,N,T0117,2021,2440.264,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP05,XDC,V,N,T0117,2021,4771.446,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP031,XDC,V,N,T0117,2021,4010.152,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP092,XDC,V,N,T0117,2021,32.645,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP04,XDC,V,N,T0117,2021,27744.642,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP123,XDC,V,N,T0117,2021,928.659,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP081,XDC,V,N,T0117,2021,110.281,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP061,XDC,V,N,T0117,2021,1059.184,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP102,XDC,V,N,T0117,2021,186.374,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP103,XDC,V,N,T0117,2021,13.086,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP08,XDC,V,N,T0117,2021,2811.31,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP055,XDC,V,N,T0117,2021,292.243,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP091,XDC,V,N,T0117,2021,513.75,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP02,XDC,V,N,T0117,2021,5938.978,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP062,XDC,V,N,T0117,2021,1741.157,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP104,XDC,V,N,T0117,2021,1309.14,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP07,XDC,V,N,T0117,2021,9736.127,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP122,XDC,V,N,T0117,2021,101.894,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP056,XDC,V,N,T0117,2021,1590.032,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP042,XDC,V,N,T0117,2021,17235.127,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP09,XDC,V,N,T0117,2021,6585.713,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP12,XDC,V,N,T0117,2021,10814.191,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP041,XDC,V,N,T0117,2021,5696.454,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP127,XDC,V,N,T0117,2021,575.265,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP094,XDC,V,N,T0117,2021,3451.025,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP073,XDC,V,N,T0117,2021,1481.608,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP01,XDC,V,N,T0117,2021,10082.59,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP124,XDC,V,N,T0117,2021,907.134,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP063,XDC,V,N,T0117,2021,2623.667,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP032,XDC,V,N,T0117,2021,894.073,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP122_127,XDC,V,N,T0117,2021,677.158,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP093,XDC,V,N,T0117,2021,1257.015,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP023,XDC,V,N,T0117,2021,919.15,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP06,XDC,V,N,T0117,2021,5424.008,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP053,XDC,V,N,T0117,2021,564.901,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP021,XDC,V,N,T0117,2021,2979.028,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP044,XDC,V,N,T0117,2021,339.29,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP022,XDC,V,N,T0117,2021,2040.799,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP072,XDC,V,N,T0117,2021,4548.348,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP045,XDC,V,N,T0117,2021,4271.709,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP105,XDC,V,N,T0117,2021,75.416,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,IRL,S14,S1,P31DC,_Z,_Z,CP012,XDC,V,N,T0117,2021,1067.938,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,LTU,S14,S1,P31DC,_Z,_Z,CP122,XDC,V,N,T0117,2021,52.431,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,LTU,S14,S1,P31DC,_Z,_Z,CP04,XDC,V,N,T0117,2021,5086.68,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,LTU,S14,S1,P31DC,_Z,_Z,CP01,XDC,V,N,T0117,2021,6451.209,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,LTU,S14,S1,P31DC,_Z,_Z,CP023,XDC,V,N,T0117,2021,32.943,,F,1,A,6,EUR
DATAFLOW,OECD.SDD.NAD:DSD_NAMAIN10@DF_TABLE5_T501(1.0),I,A,LTU,S14,S1,P31DC,_Z,_Z,CP02,XDC,V,N,T0117,2021,1882.245,,F,1,A,6,EUR
