economy_code,economy_name,category_code,real_expenditure_central,real_expenditure_lower,real_expenditure_upper,evidence_class,method_id,model_version,source_ids,donor_economies,source_state,transformation_method,core_eligible,global_eligible,validation_mae,validation_bias,notes
CYM,Cayman Islands,CP01,168957529.8122966,168957529.8122966,168957529.8122966,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1101000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CYM,Cayman Islands,CP02,40001246.214663371,40001246.214663371,40001246.214663371,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,1102100+1102200|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,ALCOHOL_PLUS_TOBACCO_EXCLUDING_NARCOTICS,true,true,,,Converted from strict Step 2 matrix without changing value.
CYM,Cayman Islands,CP03,55850083.803992711,55850083.803992711,55850083.803992711,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1103000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CYM,Cayman Islands,CP04,628855433.78782654,628855433.78782654,628855433.78782654,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9060000|UNDATA_SNA_TABLE32,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CYM,Cayman Islands,CP05,109468632.697349,109468632.697349,109468632.697349,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1105000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CYM,Cayman Islands,CP06,310425007.29954571,310425007.29954571,310425007.29954571,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9080000|UNDATA_SNA_TABLE32,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CYM,Cayman Islands,CP07,110866018.0925979,110866018.0925979,110866018.0925979,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1107000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CYM,Cayman Islands,CP08,112949976.5497347,112949976.5497347,112949976.5497347,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1108000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CYM,Cayman Islands,CP09,106731844.16041641,106731844.16041641,106731844.16041641,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9110000|UNDATA_SNA_TABLE32,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CYM,Cayman Islands,CP10,110017699.29316714,110017699.29316714,110017699.29316714,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9120000|UNDATA_SNA_TABLE32,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CYM,Cayman Islands,CP11,272197625.39438713,272197625.39438713,272197625.39438713,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1111000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CYM,Cayman Islands,CP12,563641295.19295299,563641295.19295299,563641295.19295299,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9140000|UNDATA_SNA_TABLE32,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CYP,Cyprus,CP01,2218144584.5238223,2218144584.5238223,2218144584.5238223,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1101000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CYP,Cyprus,CP02,1052283292.3453164,1052283292.3453164,1052283292.3453164,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,1102100+1102200|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,ALCOHOL_PLUS_TOBACCO_EXCLUDING_NARCOTICS,true,true,,,Converted from strict Step 2 matrix without changing value.
CYP,Cyprus,CP03,1010270063.2425742,1010270063.2425742,1010270063.2425742,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1103000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CYP,Cyprus,CP04,6054137861.6248837,6054137861.6248837,6054137861.6248837,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9060000|UNDATA_SNA_TABLE32,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CYP,Cyprus,CP05,1098347775.3816745,1098347775.3816745,1098347775.3816745,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1105000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CYP,Cyprus,CP06,898434810.81914282,898434810.81914282,898434810.81914282,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9080000|UNDATA_SNA_TABLE32,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CYP,Cyprus,CP07,1930218927.3811314,1930218927.3811314,1930218927.3811314,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1107000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CYP,Cyprus,CP08,909101822.68160331,909101822.68160331,909101822.68160331,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1108000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CYP,Cyprus,CP09,1426271330.0123124,1426271330.0123124,1426271330.0123124,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9110000|UNDATA_SNA_TABLE32,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CYP,Cyprus,CP10,1017981748.9932531,1017981748.9932531,1017981748.9932531,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9120000|UNDATA_SNA_TABLE32,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CYP,Cyprus,CP11,3195190929.8496275,3195190929.8496275,3195190929.8496275,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1111000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CYP,Cyprus,CP12,2594626183.8282666,2594626183.8282666,2594626183.8282666,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9140000|UNDATA_SNA_TABLE32,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CZE,Czechia,CP01,23288297450.363087,23288297450.363087,23288297450.363087,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1101000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CZE,Czechia,CP02,13196585791.901579,13196585791.901579,13196585791.901579,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,1102100+1102200|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,ALCOHOL_PLUS_TOBACCO_EXCLUDING_NARCOTICS,true,true,,,Converted from strict Step 2 matrix without changing value.
CZE,Czechia,CP03,4635482815.8450222,4635482815.8450222,4635482815.8450222,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1103000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CZE,Czechia,CP04,70076426865.278076,70076426865.278076,70076426865.278076,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9060000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CZE,Czechia,CP05,7920479041.9712858,7920479041.9712858,7920479041.9712858,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1105000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CZE,Czechia,CP06,14614305737.976871,14614305737.976871,14614305737.976871,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9080000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CZE,Czechia,CP07,12364951874.483263,12364951874.483263,12364951874.483263,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1107000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CZE,Czechia,CP08,6195012165.7590895,6195012165.7590895,6195012165.7590895,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1108000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CZE,Czechia,CP09,14540222164.539867,14540222164.539867,14540222164.539867,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9110000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CZE,Czechia,CP10,2016271625.6238093,2016271625.6238093,2016271625.6238093,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9120000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
CZE,Czechia,CP11,13353516996.895325,13353516996.895325,13353516996.895325,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1111000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
CZE,Czechia,CP12,19369007396.220627,19369007396.220627,19369007396.220627,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9140000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
DEU,Germany,CP01,226558147380.33838,226558147380.33838,226558147380.33838,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1101000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
DEU,Germany,CP02,82636109560.792267,82636109560.792267,82636109560.792267,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,1102100+1102200|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,ALCOHOL_PLUS_TOBACCO_EXCLUDING_NARCOTICS,true,true,,,Converted from strict Step 2 matrix without changing value.
DEU,Germany,CP03,73461329231.003448,73461329231.003448,73461329231.003448,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1103000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
DEU,Germany,CP04,654504507134.8335,654504507134.8335,654504507134.8335,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9060000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
DEU,Germany,CP05,132131437022.78268,132131437022.78268,132131437022.78268,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1105000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
DEU,Germany,CP06,201105824401.34991,201105824401.34991,201105824401.34991,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9080000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
DEU,Germany,CP07,202386971767.00156,202386971767.00156,202386971767.00156,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1107000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
DEU,Germany,CP08,75295772194.324738,75295772194.324738,75295772194.324738,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1108000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
DEU,Germany,CP09,187760259074.99594,187760259074.99594,187760259074.99594,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9110000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
DEU,Germany,CP10,29240632414.385754,29240632414.385754,29240632414.385754,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9120000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
DEU,Germany,CP11,74038022492.391678,74038022492.391678,74038022492.391678,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1111000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
DEU,Germany,CP12,338757803670.6463,338757803670.6463,338757803670.6463,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9140000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
DNK,Denmark,CP01,17856939555.505482,17856939555.505482,17856939555.505482,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1101000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
DNK,Denmark,CP02,6340160407.5186548,6340160407.5186548,6340160407.5186548,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,1102100+1102200|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,ALCOHOL_PLUS_TOBACCO_EXCLUDING_NARCOTICS,true,true,,,Converted from strict Step 2 matrix without changing value.
DNK,Denmark,CP03,5300514261.3831978,5300514261.3831978,5300514261.3831978,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1103000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
DNK,Denmark,CP04,42335340732.382294,42335340732.382294,42335340732.382294,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9060000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
DNK,Denmark,CP05,8439108925.56985,8439108925.56985,8439108925.56985,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1105000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
DNK,Denmark,CP06,7359081313.5190821,7359081313.5190821,7359081313.5190821,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9080000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
DNK,Denmark,CP07,12727357018.181774,12727357018.181774,12727357018.181774,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1107000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
DNK,Denmark,CP08,6259065206.270998,6259065206.270998,6259065206.270998,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1108000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
DNK,Denmark,CP09,14315185408.89423,14315185408.89423,14315185408.89423,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9110000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
DNK,Denmark,CP10,2114686042.0210633,2114686042.0210633,2114686042.0210633,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9120000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
DNK,Denmark,CP11,6585827295.2402973,6585827295.2402973,6585827295.2402973,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1111000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
DNK,Denmark,CP12,20333947427.185394,20333947427.185394,20333947427.185394,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9140000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
ESP,Spain,CP01,117519112423.07921,117519112423.07921,117519112423.07921,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1101000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
ESP,Spain,CP02,36590027551.87101,36590027551.87101,36590027551.87101,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,1102100+1102200|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,ALCOHOL_PLUS_TOBACCO_EXCLUDING_NARCOTICS,true,true,,,Converted from strict Step 2 matrix without changing value.
ESP,Spain,CP03,30178565677.178844,30178565677.178844,30178565677.178844,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1103000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
ESP,Spain,CP04,286841182901.01782,286841182901.01782,286841182901.01782,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9060000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
ESP,Spain,CP05,39290734442.179634,39290734442.179634,39290734442.179634,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1105000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
ESP,Spain,CP06,60641175402.931145,60641175402.931145,60641175402.931145,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9080000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
ESP,Spain,CP07,81841940942.992783,81841940942.992783,81841940942.992783,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1107000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
ESP,Spain,CP08,33287523704.508049,33287523704.508049,33287523704.508049,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1108000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
ESP,Spain,CP09,58869385422.940437,58869385422.940437,58869385422.940437,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9110000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
ESP,Spain,CP10,28314960613.995979,28314960613.995979,28314960613.995979,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9120000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
ESP,Spain,CP11,125138068556.97195,125138068556.97195,125138068556.97195,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1111000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
ESP,Spain,CP12,114717836953.62561,114717836953.62561,114717836953.62561,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9140000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
EST,Estonia,CP01,3532967241.9052396,3532967241.9052396,3532967241.9052396,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1101000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
EST,Estonia,CP02,1457209643.2539647,1457209643.2539647,1457209643.2539647,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,1102100+1102200|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,ALCOHOL_PLUS_TOBACCO_EXCLUDING_NARCOTICS,true,true,,,Converted from strict Step 2 matrix without changing value.
EST,Estonia,CP03,944853334.03945744,944853334.03945744,944853334.03945744,A_OFFICIAL_EXACT,strict-source90-direct,strict-staging-v0.7.1,1103000|WORLD_BANK_ICP_2021_SOURCE90,,STRICT_MATRIX_ACCEPTED,DIRECT_SOURCE90_HFCE,true,true,,,Converted from strict Step 2 matrix without changing value.
EST,Estonia,CP04,6691152469.8957834,6691152469.8957834,6691152469.8957834,B_OFFICIAL_DETERMINISTIC,strict-official-deterministic,strict-staging-v0.7.1,9060000|OECD_TABLE5_T501,,STRICT_MATRIX_ACCEPTED,STRICT_S14_P31DC_NUMERATOR_DIVIDED_BY_ACTUAL_CONSUMPTION_PPP,true,true,,,Converted from strict Step 2 matrix without changing value.
